Cloud,Name,vCPU,MemoryMiB
GCP,n4-standard-4,4,16384
GCP,n4-standard-48,48,196608
GCP,n4-standard-64,64,262144
GCP,n4-standard-8,8,32768
GCP,n4-standard-80,80,327680
GCP,t2a-standard-1,1,4096
GCP,t2a-standard-16,16,65536
GCP,t2a-standard-2,2,8192
GCP,t2a-standard-32,32,131072
GCP,t2a-standard-4,4,16384
GCP,t2a-standard-48,48,196608
GCP,t2a-standard-8,8,32768
GCP,t2d-standard-1,1,4096
GCP,t2d-standard-16,16,65536
GCP,t2d-standard-2,2,8192
GCP,t2d-standard-32,32,131072
GCP,t2d-standard-4,4,16384
GCP,t2d-standard-48,48,196608
GCP,t2d-standard-60,60,245760
GCP,t2d-standard-8,8,32768
GCP,x4-megamem-1440-metal,1440,25165824
GCP,x4-megamem-1920-metal,1920,33554432
GCP,x4-megamem-960-metal,960,16777216
GCP,z3-highmem-176,176,1441792
GCP,z3-highmem-88,88,720896
